checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment,installment_rate,sex,other_debtors,residence_since,property,age,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
no_checking,12,existing_paid,furniture,5198,<100,>7yr,2,female,none,3,savings_insurance,51,none,own,2,skilled,1,no,yes,good
no_checking,24,existing_paid,car_used,1414,100_to_500,>7yr,4,male,guarantor,3,real_estate,51,none,own,1,unskilled_res,1,no,yes,bad
0_to_200,24,existing_paid,business,1330,<100,1_to_4yr,2,male,guarantor,4,real_estate,35,none,own,1,skilled,1,yes,yes,good
no_checking,6,existing_paid,business,2835,unknown,<1yr,1,male,guarantor,2,car,40,none,own,2,unskilled_res,1,yes,yes,good
0_to_200,60,critical,car_new,533,<100,<1yr,2,male,none,4,car,24,bank,own,3,skilled,1,no,no,good
no_checking,48,existing_paid,car_new,2210,unknown,<1yr,4,male,guarantor,3,car,40,none,rent,1,skilled,1,no,yes,good
no_checking,18,existing_paid,car_new,2971,<100,4_to_7yr,2,male,none,4,car,33,none,own,1,unskilled_res,1,no,yes,bad
no_checking,12,critical,car_used,3334,500_to_1000,unemployed,1,male,none,3,car,46,none,free,1,skilled,1,no,yes,good
no_checking,12,existing_paid,other,316,unknown,1_to_4yr,1,female,none,3,real_estate,33,none,own,1,highly_skilled,1,yes,yes,bad
0_to_200,12,existing_paid,radio_tv,911,<100,>7yr,4,female,none,3,savings_insurance,42,stores,own,1,skilled,1,no,yes,good
0_to_200,12,existing_paid,furniture,820,<100,1_to_4yr,3,male,guarantor,4,car,42,none,own,1,skilled,2,yes,yes,good
<0,24,critical,business,1978,<100,>7yr,2,male,co-applicant,4,car,39,bank,free,2,skilled,1,no,yes,good
no_checking,12,existing_paid,furniture,2786,<100,4_to_7yr,3,male,none,1,real_estate,38,none,own,1,highly_skilled,1,no,yes,good
no_checking,24,critical,car_used,6953,<100,1_to_4yr,3,male,none,1,unknown,32,bank,rent,1,skilled,1,yes,yes,good
<0,72,existing_paid,retraining,1158,unknown,4_to_7yr,4,male,none,4,car,39,none,own,1,skilled,1,no,yes,bad
>200,36,existing_paid,business,1155,<100,4_to_7yr,2,male,none,3,real_estate,32,none,own,2,unskilled_nonres,1,no,yes,good
no_checking,60,existing_paid,business,5088,<100,1_to_4yr,4,female,none,3,car,22,none,free,1,unskilled_nonres,1,no,yes,good
0_to_200,12,critical,radio_tv,2361,<100,<1yr,2,male,none,3,unknown,50,none,own,2,skilled,1,yes,yes,bad
<0,24,existing_paid,radio_tv,5658,>1000,1_to_4yr,4,male,none,1,real_estate,24,none,free,1,skilled,1,yes,yes,good
no_checking,24,no_credits,car_new,2344,<100,>7yr,1,male,none,4,savings_insurance,48,none,own,1,skilled,1,yes,yes,good
<0,12,critical,radio_tv,638,unknown,4_to_7yr,3,male,none,4,savings_insurance,50,none,own,1,highly_skilled,1,yes,yes,good
no_checking,6,existing_paid,other,544,<100,<1yr,3,male,none,2,savings_insurance,34,none,free,1,unskilled_res,1,no,yes,good
0_to_200,36,existing_paid,car_used,447,<100,4_to_7yr,3,male,none,2,car,19,none,rent,1,skilled,1,no,yes,good
no_checking,24,existing_paid,education,3280,<100,1_to_4yr,1,male,none,4,savings_insurance,29,none,own,1,highly_skilled,1,yes,yes,good
0_to_200,24,critical,furniture,5269,<100,4_to_7yr,4,female,none,1,real_estate,37,none,rent,1,unskilled_res,2,no,yes,bad
no_checking,24,critical,car_new,9551,<100,4_to_7yr,2,male,none,4,real_estate,35,none,own,2,skilled,1,no,no,good
>200,24,all_paid,radio_tv,3861,<100,1_to_4yr,4,male,none,2,real_estate,25,none,free,1,skilled,1,yes,yes,bad
no_checking,6,delayed,car_new,5148,500_to_1000,>7yr,4,male,none,3,savings_insurance,30,none,own,1,unskilled_res,1,yes,yes,good
0_to_200,18,critical,radio_tv,1072,<100,4_to_7yr,3,male,none,4,car,45,none,own,1,skilled,1,yes,yes,good
0_to_200,12,existing_paid,car_new,638,<100,4_to_7yr,4,male,none,3,real_estate,42,none,own,2,skilled,1,no,yes,good
>200,12,critical,retraining,3885,<100,<1yr,4,female,none,3,car,26,none,own,3,highly_skilled,1,no,yes,bad
<0,60,existing_paid,car_used,2633,500_to_1000,>7yr,3,female,none,3,car,38,none,own,1,skilled,1,no,yes,good
0_to_200,24,existing_paid,car_new,1991,500_to_1000,>7yr,4,female,none,2,real_estate,35,none,own,1,skilled,1,yes,yes,bad
no_checking,36,existing_paid,car_new,2562,unknown,<1yr,2,male,none,2,car,25,none,own,1,skilled,1,no,yes,good
no_checking,18,existing_paid,retraining,2418,unknown,1_to_4yr,3,male,none,4,car,53,none,rent,3,skilled,1,yes,yes,bad
<0,24,critical,radio_tv,5741,<100,1_to_4yr,4,male,none,4,savings_insurance,32,none,own,2,unskilled_res,1,no,yes,good
no_checking,12,existing_paid,radio_tv,5799,unknown,>7yr,3,male,none,3,savings_insurance,49,none,own,1,skilled,1,no,yes,good
>200,12,existing_paid,furniture,2950,<100,4_to_7yr,2,female,none,3,car,19,none,own,1,unskilled_res,1,yes,no,good
no_checking,12,existing_paid,furniture,3870,unknown,<1yr,3,male,none,1,unknown,46,none,rent,1,unskilled_res,1,no,yes,good
<0,36,no_credits,car_new,2871,<100,>7yr,4,male,none,1,savings_insurance,31,none,own,1,skilled,1,no,yes,good
<0,36,existing_paid,radio_tv,1193,>1000,<1yr,4,male,none,3,savings_insurance,40,none,own,2,skilled,1,no,yes,bad
<0,24,critical,car_used,3572,>1000,>7yr,3,male,none,4,savings_insurance,35,none,own,1,unskilled_res,1,yes,yes,bad
0_to_200,24,existing_paid,other,515,<100,1_to_4yr,4,male,guarantor,3,real_estate,26,none,own,1,skilled,1,no,yes,good
no_checking,60,critical,education,4668,<100,1_to_4yr,4,male,none,4,car,39,none,own,2,skilled,1,no,yes,good
<0,12,critical,furniture,617,100_to_500,<1yr,1,male,none,1,savings_insurance,23,none,own,2,unskilled_res,1,no,yes,bad
no_checking,18,existing_paid,car_new,2338,unknown,<1yr,2,female,none,3,real_estate,36,none,own,1,highly_skilled,2,yes,yes,good
>200,18,existing_paid,radio_tv,845,<100,4_to_7yr,4,female,guarantor,2,savings_insurance,37,none,own,2,unskilled_res,1,no,yes,good
0_to_200,36,existing_paid,car_new,2975,<100,1_to_4yr,4,male,none,3,real_estate,38,none,own,1,highly_skilled,1,yes,yes,bad
>200,72,critical,car_new,1753,<100,<1yr,4,male,none,1,savings_insurance,39,bank,own,3,unskilled_nonres,1,no,yes,bad
no_checking,12,delayed,car_new,430,<100,<1yr,3,male,none,4,real_estate,33,none,own,2,highly_skilled,1,yes,yes,bad
no_checking,48,delayed,radio_tv,2640,unknown,<1yr,1,male,none,2,real_estate,42,bank,rent,1,unskilled_nonres,1,yes,yes,good
no_checking,48,delayed,radio_tv,1074,<100,4_to_7yr,3,male,none,4,car,30,none,rent,2,skilled,1,no,yes,good
no_checking,12,critical,car_used,3995,<100,4_to_7yr,2,male,none,3,unknown,45,none,own,3,skilled,1,no,yes,good
no_checking,24,existing_paid,car_new,1810,<100,unemployed,2,male,co-applicant,4,real_estate,21,none,own,1,skilled,1,no,yes,good
0_to_200,24,all_paid,furniture,2580,unknown,1_to_4yr,4,male,co-applicant,3,car,37,none,own,1,skilled,1,no,yes,good
no_checking,72,delayed,radio_tv,763,100_to_500,<1yr,1,male,none,4,real_estate,57,none,own,2,unskilled_res,1,yes,yes,good
<0,12,critical,car_new,1063,<100,>7yr,4,male,guarantor,1,savings_insurance,24,none,own,1,skilled,1,yes,yes,good
0_to_200,36,existing_paid,car_new,1196,<100,>7yr,3,female,none,4,savings_insurance,19,stores,own,1,unskilled_res,1,no,yes,bad
0_to_200,18,existing_paid,retraining,3908,<100,4_to_7yr,3,female,none,4,real_estate,39,bank,rent,2,highly_skilled,1,yes,yes,bad
<0,36,all_paid,other,8181,<100,>7yr,1,male,none,2,car,37,none,rent,2,unskilled_res,2,no,yes,good
no_checking,24,critical,other,875,<100,>7yr,2,female,none,1,real_estate,36,none,own,1,skilled,1,no,yes,good
<0,24,critical,education,4765,<100,>7yr,1,male,none,3,real_estate,41,stores,own,1,skilled,1,no,yes,good
no_checking,48,existing_paid,car_new,256,unknown,1_to_4yr,4,female,none,4,car,53,none,rent,1,skilled,1,no,yes,bad
<0,48,existing_paid,car_new,617,unknown,1_to_4yr,4,female,none,3,car,43,none,rent,1,unskilled_res,1,yes,yes,good
no_checking,48,existing_paid,furniture,762,<100,<1yr,3,male,none,3,savings_insurance,40,none,rent,1,skilled,1,no,yes,good
0_to_200,12,existing_paid,car_used,535,<100,1_to_4yr,2,male,none,2,savings_insurance,33,none,own,2,skilled,1,no,yes,good
0_to_200,36,critical,other,434,<100,4_to_7yr,4,male,none,1,savings_insurance,43,none,own,1,highly_skilled,1,no,yes,good
<0,12,existing_paid,radio_tv,2622,<100,<1yr,2,male,co-applicant,4,savings_insurance,56,none,own,1,skilled,1,no,yes,good
no_checking,24,existing_paid,radio_tv,1491,<100,1_to_4yr,2,male,none,1,savings_insurance,34,none,own,1,skilled,1,no,yes,bad
no_checking,24,existing_paid,car_new,2543,<100,1_to_4yr,3,male,none,3,savings_insurance,25,none,own,4,skilled,1,no,yes,bad
0_to_200,24,existing_paid,business,3365,<100,1_to_4yr,4,male,none,4,car,48,none,own,1,skilled,1,yes,yes,good
<0,24,existing_paid,education,2296,<100,4_to_7yr,1,female,none,2,car,48,bank,rent,1,skilled,1,no,yes,good
no_checking,72,delayed,car_new,3268,<100,>7yr,2,female,co-applicant,3,car,37,none,rent,1,skilled,1,yes,yes,bad
no_checking,12,delayed,business,1698,<100,4_to_7yr,4,male,none,1,savings_insurance,45,stores,own,1,skilled,1,yes,yes,good
no_checking,36,existing_paid,car_used,621,<100,4_to_7yr,2,male,none,3,savings_insurance,30,none,rent,1,skilled,1,yes,yes,good
0_to_200,24,critical,car_new,4684,<100,4_to_7yr,1,male,none,2,savings_insurance,35,none,own,1,skilled,1,yes,yes,bad
no_checking,12,existing_paid,radio_tv,1064,<100,1_to_4yr,3,male,none,4,car,39,none,free,1,highly_skilled,2,yes,yes,bad
<0,12,existing_paid,radio_tv,778,>1000,<1yr,4,female,guarantor,2,savings_insurance,41,none,own,1,skilled,1,no,yes,bad
<0,60,delayed,car_new,1540,100_to_500,>7yr,3,male,none,3,unknown,43,none,own,1,skilled,1,yes,yes,good
<0,48,critical,car_used,795,unknown,1_to_4yr,4,male,none,3,car,31,none,own,1,skilled,1,no,yes,good
0_to_200,60,no_credits,other,1241,unknown,<1yr,4,male,none,2,unknown,41,none,own,1,skilled,1,yes,yes,bad
0_to_200,72,critical,radio_tv,2464,unknown,>7yr,1,male,none,4,car,33,stores,own,1,unskilled_res,1,no,yes,good
<0,12,critical,radio_tv,2473,<100,<1yr,4,male,none,2,unknown,44,none,own,1,unskilled_res,1,yes,yes,bad
no_checking,24,delayed,car_new,805,unknown,1_to_4yr,3,female,none,3,car,47,none,rent,1,unskilled_res,2,yes,yes,good
<0,36,existing_paid,car_new,1165,<100,unemployed,2,male,none,2,unknown,25,none,own,2,skilled,1,yes,yes,bad
<0,24,delayed,car_used,4754,100_to_500,<1yr,3,male,none,3,real_estate,47,none,own,1,skilled,1,no,yes,good
<0,24,existing_paid,car_used,2826,<100,<1yr,2,male,none,2,real_estate,30,none,own,1,skilled,1,no,yes,good
<0,24,existing_paid,car_used,11702,<100,unemployed,1,female,none,3,car,46,none,own,1,skilled,1,yes,yes,good
no_checking,24,critical,car_new,5229,<100,4_to_7yr,1,female,none,2,unknown,25,none,own,3,highly_skilled,1,yes,no,bad
<0,24,delayed,radio_tv,5063,<100,>7yr,3,male,none,4,savings_insurance,56,stores,free,2,skilled,1,yes,yes,good
no_checking,12,existing_paid,car_used,518,100_to_500,1_to_4yr,4,male,none,2,real_estate,33,none,own,1,skilled,1,no,yes,good
0_to_200,24,existing_paid,education,3595,100_to_500,>7yr,3,male,none,4,car,32,none,own,1,skilled,2,no,no,bad
no_checking,24,critical,car_new,1723,500_to_1000,<1yr,4,male,none,4,car,35,none,free,1,unskilled_res,1,yes,yes,good
0_to_200,24,critical,furniture,1101,<100,1_to_4yr,2,female,none,2,savings_insurance,24,none,own,1,unskilled_nonres,1,yes,yes,good
no_checking,12,existing_paid,car_new,2103,<100,<1yr,2,male,none,3,car,44,none,own,1,unskilled_res,2,no,yes,good
<0,36,existing_paid,furniture,4233,unknown,4_to_7yr,2,male,none,1,unknown,19,bank,rent,2,skilled,1,yes,yes,bad
0_to_200,6,delayed,car_new,2837,<100,1_to_4yr,2,male,none,3,unknown,24,none,own,1,skilled,2,no,yes,good
no_checking,24,existing_paid,other,820,<100,4_to_7yr,2,male,none,4,savings_insurance,24,none,own,3,unskilled_res,2,yes,yes,good
0_to_200,36,critical,education,3527,<100,>7yr,4,male,none,3,savings_insurance,46,none,rent,1,unskilled_res,2,no,yes,good
<0,24,delayed,furniture,1018,<100,1_to_4yr,4,female,none,3,savings_insurance,41,stores,own,2,unskilled_res,1,no,yes,good
<0,18,critical,car_new,2197,<100,4_to_7yr,4,male,none,2,savings_insurance,34,none,own,2,skilled,1,no,yes,good
no_checking,36,existing_paid,radio_tv,1376,unknown,>7yr,2,male,none,3,real_estate,34,none,rent,1,skilled,1,no,yes,good
<0,24,existing_paid,radio_tv,1484,unknown,1_to_4yr,4,male,none,2,car,36,none,own,1,skilled,2,no,yes,good
<0,36,existing_paid,car_new,3603,unknown,1_to_4yr,2,male,none,4,savings_insurance,48,bank,own,1,skilled,1,no,yes,good
<0,36,existing_paid,radio_tv,708,unknown,4_to_7yr,1,male,none,3,car,25,stores,rent,1,skilled,1,yes,yes,bad
0_to_200,24,existing_paid,education,10411,unknown,4_to_7yr,4,male,none,4,unknown,38,bank,rent,1,unskilled_res,1,no,yes,bad
<0,24,critical,radio_tv,351,<100,<1yr,3,female,none,2,real_estate,35,none,own,1,skilled,1,no,yes,bad
no_checking,12,critical,education,1055,<100,1_to_4yr,2,male,none,2,unknown,41,bank,own,1,highly_skilled,1,no,yes,good
no_checking,18,no_credits,business,2522,>1000,1_to_4yr,3,male,none,2,car,38,none,rent,3,highly_skilled,1,yes,yes,good
no_checking,24,existing_paid,business,3059,<100,1_to_4yr,2,male,none,1,car,47,none,free,1,skilled,1,no,yes,good
no_checking,24,existing_paid,furniture,1651,unknown,<1yr,4,male,none,2,savings_insurance,19,none,own,4,highly_skilled,1,no,yes,good
0_to_200,24,critical,radio_tv,1717,<100,>7yr,3,female,none,4,car,48,none,own,1,skilled,2,no,yes,bad
0_to_200,18,delayed,education,2616,100_to_500,>7yr,4,female,none,4,savings_insurance,28,none,own,2,unskilled_res,1,yes,yes,good
no_checking,6,existing_paid,radio_tv,1468,<100,1_to_4yr,1,male,none,3,car,19,none,rent,1,highly_skilled,1,yes,yes,good
>200,24,critical,other,6335,<100,4_to_7yr,3,male,none,3,real_estate,41,none,rent,1,unskilled_res,1,yes,yes,good
<0,18,existing_paid,car_new,3848,<100,>7yr,3,male,none,1,car,51,bank,rent,2,skilled,1,no,yes,good
0_to_200,36,existing_paid,furniture,3966,<100,<1yr,3,male,none,4,real_estate,34,stores,rent,1,skilled,1,no,yes,good
0_to_200,6,critical,car_used,757,<100,1_to_4yr,2,male,none,1,real_estate,46,none,own,2,skilled,2,no,yes,good
0_to_200,24,critical,car_used,1683,<100,1_to_4yr,4,male,none,4,car,53,none,own,1,skilled,1,no,yes,good
no_checking,60,critical,car_new,1379,100_to_500,>7yr,4,male,none,3,car,50,bank,free,1,skilled,1,no,yes,good
no_checking,12,critical,radio_tv,731,100_to_500,unemployed,4,male,none,2,savings_insurance,54,none,free,1,skilled,1,no,yes,good
no_checking,24,existing_paid,car_new,2500,<100,>7yr,4,female,co-applicant,4,real_estate,24,none,own,2,skilled,1,no,yes,bad
0_to_200,12,critical,radio_tv,1114,<100,1_to_4yr,4,male,guarantor,1,unknown,36,stores,own,1,skilled,1,no,yes,bad
no_checking,24,critical,radio_tv,3261,<100,1_to_4yr,3,male,none,3,car,19,none,rent,2,highly_skilled,1,no,yes,bad
0_to_200,24,existing_paid,car_used,690,100_to_500,1_to_4yr,4,female,none,3,real_estate,35,bank,own,3,skilled,1,no,yes,bad
no_checking,24,existing_paid,car_used,8494,unknown,<1yr,2,male,none,2,car,26,none,own,1,skilled,1,yes,yes,good
0_to_200,24,existing_paid,radio_tv,806,>1000,>7yr,3,male,none,3,savings_insurance,59,none,own,1,unskilled_res,1,yes,yes,bad
no_checking,48,existing_paid,radio_tv,2202,<100,>7yr,2,male,guarantor,3,real_estate,34,none,own,2,skilled,1,no,yes,good
no_checking,12,all_paid,business,3687,<100,1_to_4yr,3,male,none,4,car,37,none,own,1,unskilled_res,1,no,yes,good
no_checking,6,critical,business,1081,100_to_500,>7yr,2,female,none,1,car,31,none,rent,1,unskilled_res,1,no,yes,good
<0,48,existing_paid,other,3894,<100,>7yr,4,female,none,4,car,30,none,own,1,skilled,2,yes,yes,good
no_checking,24,existing_paid,radio_tv,598,<100,1_to_4yr,2,female,none,2,real_estate,25,none,own,1,highly_skilled,1,no,yes,good
0_to_200,48,delayed,business,6680,unknown,4_to_7yr,1,male,none,2,car,29,none,own,1,unskilled_res,1,no,yes,good
no_checking,24,existing_paid,education,1831,<100,1_to_4yr,3,male,guarantor,2,savings_insurance,38,none,free,1,unskilled_res,2,no,yes,bad
no_checking,48,no_credits,business,1057,unknown,1_to_4yr,1,male,none,1,unknown,27,none,rent,2,skilled,1,no,yes,good
0_to_200,24,all_paid,car_new,1381,<100,unemployed,1,male,none,2,real_estate,21,none,free,1,skilled,1,no,yes,good
no_checking,36,critical,other,3744,<100,4_to_7yr,2,female,none,4,savings_insurance,30,bank,rent,1,skilled,1,no,yes,bad
>200,60,critical,furniture,1068,>1000,unemployed,3,male,none,2,car,35,none,own,4,skilled,1,no,yes,bad
>200,24,no_credits,education,921,>1000,>7yr,3,female,none,2,real_estate,32,none,own,2,skilled,1,yes,yes,bad
no_checking,12,existing_paid,car_new,1481,unknown,>7yr,4,male,none,2,car,28,stores,own,2,unskilled_res,1,yes,yes,bad
